slots,layer,events,recall8,recall16,recall32,residual_events,residual_recall8,residual_recall16,residual_recall32
64,15,1867,0.9270889126941617,0.9921665773968934,0.9979914301017675,1184,0.8660865106177605,0.9722409909909909,0.9812781531531533
64,16,1867,0.9430905195500804,0.9945768612747724,0.9998660953401178,1262,0.9022309637008527,0.991877971473851,0.9998019017432647
64,17,1867,0.950187466523835,0.9987279057311195,0.9998660953401178,1688,0.944667541187091,0.998593009478673,0.9998518957345972
64,18,1867,0.9725495447241564,0.9997991430101768,1.0,1764,0.967471790303423,0.9996693121693122,1.0
64,19,1867,0.9154392072844135,0.9958489555436529,1.0,1650,0.8508037518037517,0.9964040404040404,1.0
64,20,1867,0.9383369041242635,0.99752276379218,1.0,1704,0.9327932875027944,0.9963950368879945,1.0
64,21,1867,0.9467059453668988,0.998393144081414,0.999933047670059,1608,0.9314210199004976,0.9980558516939114,0.9999222636815921
64,22,1867,0.9520621317621853,0.998326191751473,1.0,1738,0.9444284618335251,0.9979533125102746,1.0
64,23,1867,0.9392742367434387,0.9979244777718265,0.9985270487412962,1556,0.9172825621251071,0.9915916880891174,0.9930377035132818
64,24,1867,0.9748928762720943,0.999933047670059,1.0,1668,0.9593375299760192,0.9999250599520384,1.0
64,25,1867,0.9170460632029994,0.9927691483663631,0.9985940010712373,1556,0.8608680683070142,0.9948586118251928,0.9983129820051414
64,26,1867,0.9410819496518479,0.9971210498125335,1.0,1675,0.9177206823027719,0.9962935323383084,1.0
64,27,1867,0.9230717728976968,0.9886850562399572,0.9988618103910016,1606,0.8746768072110537,0.9867053608491966,0.9985471149854711
64,28,1867,0.9519951794322442,0.9989287627209427,1.0,1738,0.9439873417721519,0.998849252013809,1.0
64,29,1867,0.9392072844134975,0.9993304767005892,1.0,1589,0.9016047828823159,0.9991608978393118,1.0
64,30,1867,0.9405463310123192,0.9941751472951259,1.0,1701,0.909761064919795,0.9920879874583577,1.0
64,31,1867,0.9000401713979647,0.9891537225495447,0.9974558114622389,1226,0.8180494057329293,0.9811378466557912,0.9981647634584013
64,32,1867,0.9450990894483128,0.9963176218532405,0.9998660953401178,1257,0.9083873167405387,0.9944738038413458,0.9998011137629276
64,33,1867,0.946103374397429,0.9982592394215318,0.9998660953401178,1631,0.932142127237161,0.9981350909462499,0.9998467198038014
64,34,1867,0.9588912694161756,0.9945099089448313,0.9986609534011783,1781,0.9429874869655892,0.9914373947220663,0.9971925884334644
64,35,1867,0.8990358864488485,0.9917648634172469,0.9987279057311195,1672,0.858888699020278,0.9866228070175438,0.9984300239234449
64,36,1867,0.9407471880021425,0.9982592394215318,0.9998660953401178,1591,0.9120379515728353,0.9979460357367335,0.9998428661219358
64,37,1867,0.9498527048741296,0.9979244777718265,0.9996652383502946,1670,0.9295195323638439,0.9976546906187626,0.999625748502994
64,38,1867,0.9397429030530262,0.9973219068023568,0.9992635243706481,1774,0.928392924249745,0.9972513018736243,0.999102109840554
64,39,1867,0.9304365291912159,0.9942420996250669,0.999933047670059,1362,0.8509693378085448,0.9808772113838193,0.9999082232011748
64,40,1867,0.9498527048741296,0.9973888591322978,0.9998660953401178,1394,0.9367390858782537,0.9965925394548063,0.9998206599713056
